,se002,se003,se005,se009,q056,q098,q131,q127,q027,complicated,age,voted
5960,1.0,4.0,9.0,2.0,1.0,3.0,4.0,4.0,1.0,Strongly disagree,30-34,No
5961,1.0,4.0,7.0,2.0,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
5962,1.0,5.0,7.0,2.0,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,35-39,No
5963,1.0,4.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
5964,1.0,4.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5965,1.0,4.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5966,1.0,4.0,9.0,4.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,30-34,Yes
5967,1.0,5.0,9.0,4.0,2.0,,4.0,4.0,2.0,Strongly disagree,35-39,Yes
5968,1.0,4.0,7.0,3.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,30-34,Yes
5969,1.0,4.0,7.0,2.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
5970,1.0,7.0,7.0,3.0,2.0,2.0,4.0,4.0,2.0,Strongly disagree,45-49,Yes
5971,1.0,6.0,9.0,4.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,40-44,Yes
5972,1.0,7.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
5973,1.0,6.0,9.0,4.0,1.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5974,1.0,6.0,7.0,4.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,40-44,Yes
5975,1.0,6.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5976,1.0,7.0,7.0,4.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
5977,1.0,7.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5978,1.0,7.0,9.0,5.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5979,1.0,6.0,8.0,2.0,4.0,2.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
5980,1.0,8.0,9.0,3.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
5981,1.0,8.0,7.0,4.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
5982,1.0,8.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
5983,1.0,9.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
5984,1.0,10.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
5985,1.0,10.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,60-70,Yes
5986,1.0,10.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,60-70,Yes
5987,1.0,10.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
5988,2.0,3.0,7.0,2.0,1.0,2.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5989,2.0,2.0,8.0,2.0,3.0,2.0,4.0,3.0,,Somewhat disagree,20-24,No
5990,2.0,3.0,7.0,4.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5991,2.0,3.0,7.0,2.0,1.0,3.0,4.0,3.0,1.0,Somewhat disagree,25-29,No
5992,2.0,3.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5993,2.0,3.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5994,2.0,3.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5995,2.0,3.0,7.0,3.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,25-29,Yes
5996,2.0,3.0,9.0,3.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5997,2.0,2.0,8.0,3.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,20-24,Yes
5998,2.0,4.0,7.0,2.0,2.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
5999,2.0,5.0,8.0,2.0,1.0,3.0,4.0,4.0,2.0,Strongly disagree,35-39,Yes
6000,2.0,4.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6001,2.0,5.0,9.0,4.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6002,2.0,5.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6003,2.0,5.0,7.0,2.0,1.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6004,2.0,5.0,9.0,2.0,1.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6005,2.0,5.0,7.0,4.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
6006,2.0,5.0,8.0,2.0,4.0,3.0,3.0,4.0,1.0,Strongly disagree,35-39,No
6007,2.0,5.0,7.0,4.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6008,2.0,5.0,9.0,3.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
6009,2.0,6.0,7.0,1.0,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,40-44,No
6010,2.0,6.0,7.0,2.0,1.0,2.0,3.0,4.0,1.0,Strongly disagree,40-44,No
6011,2.0,7.0,7.0,3.0,1.0,3.0,4.0,4.0,2.0,Strongly disagree,45-49,Yes
6012,2.0,6.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6013,2.0,7.0,9.0,4.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6014,2.0,6.0,7.0,2.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,40-44,Yes
6015,2.0,7.0,7.0,3.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6016,2.0,7.0,7.0,3.0,2.0,2.0,2.0,4.0,2.0,Strongly disagree,45-49,Yes
6017,2.0,7.0,7.0,3.0,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,45-49,No
6018,2.0,9.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,55-59,Yes
6019,2.0,8.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6020,2.0,8.0,7.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
6021,2.0,8.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6022,2.0,10.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
6023,2.0,10.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6024,2.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6025,2.0,10.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6026,2.0,11.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,71-75,Yes
6027,2.0,10.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6028,1.0,2.0,8.0,,2.0,3.0,2.0,4.0,2.0,Strongly disagree,20-24,Yes
6029,1.0,3.0,9.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6030,1.0,3.0,9.0,4.0,3.0,3.0,1.0,2.0,2.0,Somewhat agree,25-29,Yes
6031,1.0,3.0,9.0,,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6032,1.0,3.0,7.0,1.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6033,1.0,3.0,9.0,1.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6034,1.0,4.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6035,1.0,4.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6036,1.0,5.0,7.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6037,1.0,5.0,7.0,,3.0,3.0,4.0,2.0,2.0,Somewhat agree,35-39,Yes
6038,1.0,5.0,9.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6039,1.0,5.0,7.0,3.0,2.0,3.0,1.0,3.0,1.0,Somewhat disagree,35-39,No
6040,1.0,6.0,9.0,3.0,4.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6041,1.0,6.0,9.0,4.0,4.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6042,1.0,6.0,9.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6043,1.0,7.0,7.0,,3.0,3.0,1.0,2.0,2.0,Somewhat agree,45-49,Yes
6044,1.0,8.0,9.0,,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,50-54,No
6045,1.0,8.0,7.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6046,1.0,8.0,8.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6047,1.0,10.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6048,1.0,11.0,5.0,,1.0,3.0,2.0,1.0,2.0,Strongly agree,71-75,Yes
6049,2.0,2.0,8.0,,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6050,2.0,2.0,8.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6051,2.0,3.0,8.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6052,2.0,3.0,7.0,,3.0,3.0,4.0,1.0,2.0,Strongly agree,25-29,Yes
6053,2.0,3.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6054,2.0,3.0,7.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6055,2.0,4.0,8.0,,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6056,2.0,5.0,8.0,2.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6057,2.0,5.0,7.0,,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6058,2.0,5.0,9.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6059,2.0,5.0,7.0,4.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6060,2.0,5.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6061,2.0,6.0,7.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6062,2.0,7.0,7.0,,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
6063,2.0,7.0,7.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6064,2.0,7.0,7.0,2.0,2.0,3.0,2.0,4.0,2.0,Strongly disagree,45-49,Yes
6065,2.0,8.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6066,2.0,8.0,7.0,,1.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6067,2.0,10.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,60-70,No
6068,2.0,10.0,3.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6069,2.0,10.0,5.0,,3.0,3.0,2.0,4.0,2.0,Strongly disagree,60-70,Yes
6070,1.0,2.0,8.0,2.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6071,1.0,3.0,9.0,,2.0,3.0,3.0,1.0,1.0,Strongly agree,25-29,No
6072,1.0,2.0,7.0,,3.0,2.0,3.0,1.0,2.0,Strongly agree,20-24,Yes
6073,1.0,3.0,7.0,,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
6074,1.0,2.0,8.0,,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6075,1.0,3.0,7.0,1.0,2.0,2.0,4.0,2.0,1.0,Somewhat agree,25-29,No
6076,1.0,4.0,7.0,1.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6077,1.0,4.0,7.0,1.0,2.0,,3.0,2.0,1.0,Somewhat agree,30-34,No
6078,1.0,5.0,7.0,2.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6079,1.0,4.0,7.0,5.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6080,1.0,5.0,7.0,,3.0,2.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6081,1.0,5.0,9.0,2.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6082,1.0,6.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,40-44,No
6083,1.0,7.0,7.0,,3.0,3.0,1.0,1.0,2.0,Strongly agree,45-49,Yes
6084,1.0,6.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6085,1.0,6.0,8.0,,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6086,1.0,7.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,Somewhat disagree,45-49,No
6087,1.0,8.0,7.0,,4.0,2.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
6088,1.0,9.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6089,1.0,9.0,7.0,1.0,1.0,3.0,4.0,3.0,2.0,Somewhat disagree,55-59,Yes
6090,1.0,10.0,9.0,5.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6091,1.0,12.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,Strongly disagree,76+,Yes
6092,2.0,2.0,8.0,2.0,1.0,2.0,4.0,3.0,1.0,Somewhat disagree,20-24,No
6093,2.0,2.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,Somewhat agree,20-24,No
6094,2.0,3.0,9.0,4.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,25-29,Yes
6095,2.0,3.0,7.0,3.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
6096,2.0,2.0,8.0,5.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,20-24,Yes
6097,2.0,4.0,7.0,2.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,30-34,Yes
6098,2.0,5.0,7.0,1.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6099,2.0,5.0,9.0,,3.0,,2.0,1.0,2.0,Strongly agree,35-39,Yes
6100,2.0,4.0,7.0,5.0,2.0,2.0,2.0,4.0,2.0,Strongly disagree,30-34,Yes
6101,2.0,5.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6102,2.0,4.0,7.0,2.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6103,2.0,6.0,7.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6104,2.0,6.0,7.0,,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6105,2.0,6.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6106,2.0,7.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6107,2.0,7.0,7.0,,3.0,1.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
6108,2.0,9.0,7.0,,3.0,2.0,4.0,1.0,2.0,Strongly agree,55-59,Yes
6109,2.0,8.0,7.0,,3.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6110,2.0,10.0,9.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6111,2.0,10.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
6112,2.0,10.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
6113,1.0,2.0,7.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6114,1.0,2.0,8.0,2.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6115,1.0,2.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6116,1.0,2.0,7.0,1.0,2.0,3.0,2.0,2.0,1.0,Somewhat agree,20-24,No
6117,1.0,2.0,8.0,3.0,3.0,3.0,4.0,2.0,1.0,Somewhat agree,20-24,No
6118,1.0,5.0,7.0,1.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6119,1.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6120,1.0,5.0,7.0,,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6121,1.0,4.0,9.0,2.0,3.0,1.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6122,1.0,4.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,Strongly agree,30-34,No
6123,1.0,6.0,9.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6124,1.0,6.0,7.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6125,1.0,6.0,9.0,4.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,40-44,Yes
6126,1.0,6.0,9.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6127,1.0,8.0,7.0,1.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6128,1.0,8.0,7.0,4.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6129,1.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6130,2.0,2.0,8.0,2.0,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,20-24,No
6131,2.0,2.0,8.0,,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,20-24,Yes
6132,2.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6133,2.0,3.0,8.0,5.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
6134,2.0,5.0,9.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6135,2.0,4.0,7.0,,1.0,1.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6136,2.0,5.0,7.0,2.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6137,2.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,Somewhat disagree,35-39,No
6138,2.0,5.0,6.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6139,2.0,6.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6140,2.0,7.0,3.0,,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,45-49,No
6141,2.0,7.0,9.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6142,2.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,50-54,No
6143,2.0,8.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6144,2.0,10.0,5.0,,1.0,3.0,3.0,1.0,2.0,Strongly agree,60-70,Yes
6145,2.0,10.0,2.0,,1.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6146,1.0,3.0,7.0,2.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
6147,1.0,3.0,9.0,2.0,4.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6148,1.0,2.0,7.0,2.0,1.0,2.0,3.0,4.0,,Strongly disagree,20-24,No
6149,1.0,3.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6150,1.0,2.0,8.0,3.0,2.0,2.0,3.0,4.0,1.0,Strongly disagree,20-24,No
6151,1.0,2.0,8.0,3.0,1.0,2.0,3.0,2.0,,Somewhat agree,20-24,No
6152,1.0,2.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6153,1.0,3.0,8.0,2.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,25-29,Yes
6154,1.0,3.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6155,1.0,3.0,7.0,3.0,3.0,2.0,1.0,3.0,2.0,Somewhat disagree,25-29,Yes
6156,1.0,2.0,8.0,3.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6157,1.0,3.0,9.0,2.0,3.0,3.0,4.0,2.0,1.0,Somewhat agree,25-29,No
6158,1.0,3.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6159,1.0,3.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6160,1.0,3.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6161,1.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6162,1.0,2.0,8.0,5.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6163,1.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6164,1.0,2.0,8.0,2.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6165,1.0,3.0,9.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6166,1.0,3.0,7.0,3.0,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,25-29,No
6167,1.0,2.0,8.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6168,1.0,3.0,7.0,2.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,25-29,Yes
6169,1.0,3.0,8.0,2.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,25-29,Yes
6170,1.0,3.0,8.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6171,1.0,3.0,7.0,2.0,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
6172,1.0,3.0,8.0,3.0,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
6173,1.0,3.0,8.0,3.0,2.0,2.0,2.0,3.0,1.0,Somewhat disagree,25-29,No
6174,1.0,3.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,Strongly agree,25-29,No
6175,1.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6176,1.0,4.0,7.0,1.0,2.0,1.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6177,1.0,4.0,8.0,4.0,4.0,2.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6178,1.0,5.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6179,1.0,4.0,9.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6180,1.0,4.0,7.0,2.0,4.0,3.0,3.0,2.0,1.0,Somewhat agree,30-34,No
6181,1.0,5.0,7.0,1.0,4.0,3.0,2.0,2.0,1.0,Somewhat agree,35-39,No
6182,1.0,4.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6183,1.0,4.0,9.0,2.0,1.0,3.0,3.0,4.0,1.0,Strongly disagree,30-34,No
6184,1.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6185,1.0,5.0,8.0,3.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6186,1.0,5.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,35-39,No
6187,1.0,5.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6188,1.0,5.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6189,1.0,5.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6190,1.0,4.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6191,1.0,5.0,9.0,2.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
6192,1.0,5.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6193,1.0,5.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,35-39,No
6194,1.0,5.0,9.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6195,1.0,5.0,9.0,2.0,3.0,2.0,2.0,4.0,1.0,Strongly disagree,35-39,No
6196,1.0,5.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6197,1.0,4.0,7.0,1.0,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
6198,1.0,4.0,9.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6199,1.0,5.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6200,1.0,4.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6201,1.0,4.0,9.0,2.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6202,1.0,4.0,8.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6203,1.0,4.0,7.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6204,1.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6205,1.0,5.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6206,1.0,5.0,8.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6207,1.0,4.0,8.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6208,1.0,5.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6209,1.0,4.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6210,1.0,4.0,8.0,3.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
6211,1.0,4.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6212,1.0,5.0,7.0,1.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6213,1.0,6.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6214,1.0,5.0,8.0,3.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
6215,1.0,6.0,9.0,3.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
