,country,q027,q029,q127,q098,q130,q106,q131,q005,q006,q111,name
5566,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,Taiwan
5567,3.0,2.0,1.0,3.0,,2.0,3.0,2.0,2.0,4.0,2.0,Taiwan
5568,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Taiwan
5569,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,Taiwan
5570,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,Taiwan
5571,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,Taiwan
5572,3.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,Taiwan
5573,3.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,Taiwan
5574,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,Taiwan
5575,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,Taiwan
5576,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Taiwan
5577,3.0,,1.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,Taiwan
5578,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,Taiwan
5579,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,Taiwan
5580,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,Taiwan
5581,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,Taiwan
5582,3.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,Taiwan
5583,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,Taiwan
5584,3.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,Taiwan
5585,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,Taiwan
5586,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,Taiwan
5587,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,Taiwan
5588,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,Taiwan
5589,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,Taiwan
5590,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,Taiwan
5591,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,Taiwan
5592,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Taiwan
5593,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Taiwan
5594,3.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,Taiwan
5595,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,Taiwan
5596,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,Taiwan
5597,3.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,Taiwan
5598,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,Taiwan
5599,3.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,Taiwan
5600,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,Taiwan
5601,3.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,Taiwan
5602,3.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,Taiwan
5603,3.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,Taiwan
5604,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,Taiwan
5605,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,Taiwan
5606,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Taiwan
5607,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,Taiwan
5608,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,Taiwan
5609,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,Taiwan
5610,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,Taiwan
5611,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,Taiwan
5612,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,Taiwan
5613,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,Taiwan
5614,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Taiwan
5615,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,Taiwan
5616,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,Taiwan
5617,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,Taiwan
5618,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Taiwan
5619,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Taiwan
5620,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,Taiwan
5621,3.0,,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,Taiwan
5622,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,Taiwan
5623,3.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,Taiwan
5624,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,Taiwan
5625,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,Taiwan
5626,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,Taiwan
5627,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,Taiwan
5628,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,Taiwan
5629,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,Taiwan
5630,3.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,Taiwan
5631,3.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,Taiwan
5632,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,Taiwan
5633,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,Taiwan
5634,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,Taiwan
5635,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,Taiwan
5636,3.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,Taiwan
5637,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,Taiwan
5638,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,Taiwan
5639,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Taiwan
5640,3.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,Taiwan
5641,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,Taiwan
5642,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,Taiwan
5643,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Taiwan
5644,3.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,Taiwan
5645,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,Taiwan
5646,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,Taiwan
5647,3.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,Taiwan
5648,3.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,Taiwan
5649,3.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,Taiwan
5650,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,Taiwan
5651,3.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,Taiwan
5652,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,Taiwan
5653,3.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,Taiwan
5654,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,Taiwan
5655,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,Taiwan
5656,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,Taiwan
5657,3.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,Taiwan
5658,3.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,Taiwan
5659,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,Taiwan
5660,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,Taiwan
5661,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,Taiwan
5662,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,Taiwan
5663,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,Taiwan
5664,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,Taiwan
5665,3.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,Taiwan
5666,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,Taiwan
5667,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Taiwan
5668,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,Taiwan
5669,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,Taiwan
5670,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,Taiwan
5671,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,Taiwan
5672,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,Taiwan
